Case #1: 190
26 31 141627
26 32 88128
26 33 152283
26 34 90840
26 35 230923
26 36 137228
26 37 92136
26 38 111219
26 39 216221
26 40 81594
27 28 159830
27 29 68107
27 30 38430
27 31 176594
27 32 64765
27 33 128920
27 34 69816
27 35 264043
27 36 120335
27 37 70424
27 38 86402
27 39 184934
27 40 58231
28 29 96357
28 30 124383
28 31 211544
28 32 98048
28 33 214873
28 34 109400
28 35 245170
28 36 180389
28 37 94040
28 38 125986
28 39 228170
28 40 144184
29 30 32660
29 31 119821
29 32 6325
29 33 123150
29 34 13043
29 35 227388
29 36 88666
29 37 2317
29 38 29629
29 39 136447
29 40 52461
30 31 138164
30 32 38985
30 33 90490
30 34 31386
30 35 230997
30 36 84950
30 37 34977
30 38 62289
30 39 159812
30 40 19801
31 32 126146
31 33 228654
31 34 132864
31 35 343811
31 36 105801
31 37 122138
31 38 90192
31 39 232263
31 40 157965
32 33 116825
32 34 19368
32 35 233713
32 36 94991
32 37 8642
32 38 35954
32 39 142772
32 40 58786
33 34 121876
33 35 282443
33 36 164471
33 37 120833
33 38 139916
33 39 246372
33 40 110291
34 35 240431
34 36 101709
34 37 15360
34 38 42672
34 39 149490
34 40 51187
35 36 291670
35 37 229705
35 38 253619
35 39 362939
35 40 236036
36 37 90983
36 38 118295
36 39 225113
36 40 104751
37 38 31946
37 39 138764
37 40 54778
38 39 166076
38 40 67773
39 40 166305
Case #52: 136
1 2 266274
1 3 461241
1 4 318083
1 5 211344
1 6 208077
1 7 356486
1 8 263381
1 9 283345
1 10 300325
1 11 330020
1 12 149975
1 13 139104
1 14 378386
1 15 286919
1 16 64599
1 17 33415
2 3 360938
2 4 204779
2 5 255490
2 6 261127
2 7 90212
2 8 301777
2 9 183489
2 10 308605
2 11 425634
2 12 191567
2 13 366544
2 14 112112
2 15 20645
2 16 330873
2 17 299689
3 4 363170
3 5 402803
3 6 253164
3 7 409860
3 8 197860
3 9 330802
3 10 249814
3 11 584025
3 12 511215
3 13 533515
3 14 248826
3 15 340293
3 16 424625
3 17 427826
4 5 141755
4 6 110006
4 7 210128
4 8 165310
4 9 69754
4 10 223617
4 11 360363
4 12 355056
4 13 390357
4 14 275601
4 15 184134
4 16 288500
4 17 284668
5 6 149639
5 7 212375
5 8 204943
5 9 72001
5 10 172420
5 11 362610
5 12 361319
5 13 283618
5 14 326312
5 15 276135
5 16 146745
5 17 177929
6 7 218012
6 8 55304
6 9 77638
6 10 224219
6 11 330861
6 12 358052
6 13 280351
6 14 331949
6 15 240482
6 16 205846
6 17 174662
7 8 273316
7 9 140374
7 10 331623
7 11 430983
7 12 240489
7 13 276332
7 14 161034
7 15 110857
7 16 359120
7 17 382021
8 9 132942
8 10 168915
8 11 386165
8 12 413356
8 13 335655
8 14 372599
8 15 295786
8 16 261150
8 17 229966
9 10 191249
9 11 290609
9 12 333766
9 13 355619
9 14 254311
9 15 204134
9 16 218746
9 17 249930
10 11 481858
10 12 450300
10 13 372599
10 14 420717
10 15 287960
10 16 298094
10 17 266910
11 12 479995
11 13 402294
11 14 496456
11 15 404989
11 16 327789
11 17 296605
12 13 289079
12 14 262389
12 15 170922
12 16 214574
12 17 183390
13 14 437366
13 15 345899
13 16 136873
13 17 105689
14 15 132757
14 16 442985
14 17 411801
15 16 351518
15 17 320334
16 17 31184
Case #53: 5
3 19 699224
5 6 768302
7 18 841406
7 20 959095
18 20 117689
Case #54: 28
1 2 785620
1 3 758188
1 4 171419
1 5 622201
1 6 642634
1 7 634756
1 8 1057772
2 3 347924
2 4 623461
2 5 163419
2 6 152246
2 7 1331496
2 8 908480
3 4 586769
3 5 511343
3 6 195678
3 7 983572
3 8 560556
4 5 786880
4 6 471215
4 7 806175
4 8 1147325
5 6 315665
5 7 1256957
5 8 1071899
6 7 1179250
6 8 756234
7 8 423016
Case #55: 45
1 2 250717
1 3 218260
1 4 432304
1 5 299104
1 6 125692
1 7 60635
1 8 143624
1 9 216281
1 10 402432
2 3 36415
2 4 185499
2 5 145949
2 6 135657
2 7 200714
2 8 111051
2 9 38394
2 10 215371
3 4 221914
3 5 109534
3 6 172072
3 7 237129
3 8 74636
3 9 1979
3 10 251786
4 5 258618
4 6 321156
4 7 386213
4 8 292592
4 9 219935
4 10 29872
5 6 208776
5 7 273833
5 8 180212
5 9 107555
5 10 288490
6 7 65057
6 8 229152
6 9 170093
6 10 351028
7 8 204259
7 9 235150
7 10 416085
8 9 72657
8 10 322464
9 10 249807
Case #56: 666
1 2 183050
1 3 98070
1 4 43774
1 5 104169
1 6 95662
1 7 53952
1 8 137697
1 9 253744
1 10 81169
1 11 122484
1 12 208296
1 13 155511
1 14 153033
1 15 165681
1 16 105937
1 17 146362
1 18 85949
1 19 178258
1 20 184638
1 21 112925
1 22 102839
1 23 191515
1 24 144747
1 25 98917
1 26 230567
1 27 74541
1 28 94049
1 29 79916
1 30 35468
1 31 99383
1 32 207044
1 33 138421
1 34 102158
1 35 35245
1 36 139940
1 37 28880
2 3 158739
2 4 203758
2 5 128393
2 6 87388
2 7 209911
2 8 133006
2 9 258523
2 10 151393
2 11 305534
2 12 200022
2 13 147237
2 14 201933
2 15 113357
2 16 172767
2 17 141671
2 18 177914
2 19 85605
2 20 180588
2 21 90880
2 22 176414
2 23 266661
2 24 258132
2 25 212302
2 26 271881
2 27 158021
2 28 196273
2 29 190787
2 30 168783
2 31 211836
2 32 51403
2 33 190362
2 34 194123
2 35 168560
2 36 140103
2 37 154170
3 4 141844
3 5 112356
3 6 71351
3 7 142275
3 8 137237
3 9 262754
3 10 113534
3 11 220554
3 12 129753
3 13 131200
3 14 216312
3 15 192815
3 16 119930
3 17 145902
3 18 147623
3 19 161148
3 20 184819
3 21 139833
3 22 107299
3 23 181681
3 24 233070
3 25 187240
3 26 208186
3 27 120162
3 28 134359
3 29 107050
3 30 62602
3 31 187706
3 32 131054
3 33 40351
3 34 131414
3 35 62825
3 36 158098
3 37 126950
4 5 75365
4 6 116370
4 7 97726
4 8 181471
4 9 239758
4 10 52365
4 11 135950
4 12 191327
4 13 176219
4 14 185038
4 15 209455
4 16 99922
4 17 190136
4 18 129723
4 19 165634
4 20 228412
4 21 156699
4 22 112553
4 23 235289
4 24 164311
4 25 142691
4 26 220507
4 27 45737
4 28 137823
4 29 123690
4 30 79242
4 31 143157
4 32 178240
4 33 182195
4 34 120874
4 35 79019
4 36 111136
4 37 72654
5 6 41005
5 7 148193
5 8 176161
5 9 300153
5 10 91931
5 11 211315
5 12 153639
5 13 100854
5 14 155550
5 15 204145
5 16 44374
5 17 184826
5 18 130452
5 19 130802
5 20 216229
5 21 151835
5 22 57005
5 23 187780
5 24 194335
5 25 148505
5 26 204398
5 27 29628
5 28 67880
5 29 118380
5 30 73932
5 31 148971
5 32 165004
5 33 152707
5 34 114243
5 35 74155
5 36 95027
5 37 107787
6 7 149614
6 8 208588
6 9 291646
6 10 132936
6 11 218146
6 12 112634
6 13 59849
6 14 196555
6 15 185953
6 16 85379
6 17 217253
6 18 159078
6 19 89797
6 20 256170
6 21 178268
6 22 98010
6 23 179273
6 24 170744
6 25 124914
6 26 184493
6 27 70633
6 28 108885
6 29 159385
6 30 114937
6 31 124448
6 32 123999
6 33 111702
6 34 155248
6 35 115160
6 36 136032
6 37 66782
7 8 134899
7 9 249936
7 10 135121
7 11 176436
7 12 185640
7 13 209463
7 14 99081
7 15 166731
7 16 129081
7 17 143564
7 18 31997
7 19 124306
7 20 182481
7 21 166877
7 22 116450
7 23 137563
7 24 90795
7 25 44965
7 26 284519
7 27 128493
7 28 148001
7 29 133868
7 30 89420
7 31 45431
7 32 158508
7 33 182626
7 34 48206
7 35 89197
7 36 104328
7 37 82832
8 9 125517
8 10 153161
8 11 227591
8 12 230194
8 13 268437
8 14 233980
8 15 144374
8 16 170327
8 17 8665
8 18 166896
8 19 218611
8 20 226518
8 21 42126
8 22 182958
8 23 188718
8 24 135764
8 25 89934
8 26 286424
8 27 159789
8 28 173986
8 29 57781
8 30 102229
8 31 89468
8 32 184409
8 33 141608
8 34 183105
8 35 102452
8 36 225188
8 37 166577
9 10 277153
9 11 151246
9 12 338381
9 13 328555
9 14 349017
9 15 252561
9 16 295844
9 17 116852
9 18 281933
9 19 344128
9 20 155769
9 21 167643
9 22 298823
9 23 112373
9 24 261281
9 25 215451
9 26 210079
9 27 270525
9 28 232273
9 29 183298
9 30 227746
9 31 214985
9 32 309926
9 33 267125
9 34 273587
9 35 227969
9 36 329709
9 37 224864
10 11 188315
10 12 176639
10 13 123854
10 14 156728
10 15 181145
10 16 47557
10 17 161826
10 18 107452
10 19 126525
10 20 193229
10 21 128835
10 22 60188
10 23 237105
10 24 216676
10 25 180086
10 26 248498
10 27 98102
10 28 122689
10 29 95380
10 30 50932
10 31 180552
10 32 160727
10 33 153885
10 34 123661
10 35 51155
10 36 72027
10 37 110049
11 12 289438
11 13 261223
11 14 263748
11 15 276801
11 16 222616
11 17 236256
11 18 208433
11 19 276187
11 20 291784
11 21 235409
11 22 209985
11 23 263619
11 24 267231
11 25 221401
11 26 136579
11 27 181687
11 28 143435
11 29 202400
11 30 157952
11 31 221867
11 32 310389
11 33 260905
11 34 200087
11 35 157729
11 36 247086
11 37 151364
12 13 52785
12 14 86559
12 15 188963
12 16 198013
12 17 221529
12 18 217637
12 19 185190
12 20 182612
12 21 269586
12 22 210644
12 23 250565
12 24 261042
12 25 230605
12 26 177429
12 27 183267
12 28 221519
12 29 189728
12 30 192355
12 31 231071
12 32 219392
12 33 170104
12 34 233846
12 35 192578
12 36 199381
12 37 179416
13 14 139344
13 15 241748
13 16 145228
13 17 274314
13 18 218927
13 19 149646
13 20 235397
13 21 238117
13 22 157859
13 23 222350
13 24 230593
13 25 184763
13 26 124644
13 27 130482
13 28 168734
13 29 210656
13 30 174786
13 31 184297
13 32 166607
13 33 171551
13 34 202718
13 35 175009
13 36 146596
13 37 126631
14 15 102404
14 16 163124
14 17 238113
14 18 131078
14 19 223387
14 20 199196
14 21 265958
14 22 150493
14 23 236644
14 24 189876
14 25 144046
14 26 263988
14 27 163356
14 28 217043
14 29 232949
14 30 188501
14 31 144512
14 32 253336
14 33 256663
14 34 147287
14 35 188278
14 36 203409
14 37 170144
15 16 201128
15 17 135709
15 18 198728
15 19 198962
15 20 96792
15 21 186500
15 22 201563
15 23 237928
15 24 168528
15 25 121766
15 26 335634
15 27 187773
15 28 201970
15 29 174661
15 30 130213
15 31 122232
15 32 164760
15 33 233166
15 34 214937
15 35 130436
15 36 253172
15 37 194561
16 17 178992
16 18 141753
16 19 160826
16 20 220726
16 21 148372
16 22 12631
16 23 189548
16 24 195546
16 25 148784
16 26 215699
16 27 74002
16 28 79181
16 29 112546
16 30 70915
16 31 149250
16 32 152240
16 33 135019
16 34 125544
16 35 70692
16 36 106328
16 37 134817
17 18 175561
17 19 227276
17 20 232501
17 21 50791
17 22 191623
17 23 180053
17 24 144429
17 25 98599
17 26 295089
17 27 168454
17 28 182651
17 29 66446
17 30 110894
17 31 98133
17 32 193074
17 33 150273
17 34 191770
17 35 111117
17 36 233853
17 37 175242
18 19 92309
18 20 214478
18 21 198874
18 22 129122
18 23 169560
18 24 122792
18 25 76962
18 26 254905
18 27 100824
18 28 122238
18 29 165865
18 30 121417
18 31 77428
18 32 126511
18 33 187974
18 34 16209
18 35 121194
18 36 72331
18 37 114829
19 20 192948
19 21 176485
19 22 148195
19 23 261869
19 24 215101
19 25 169271
19 26 257049
19 27 119897
19 28 198682
19 29 221905
19 30 177457
19 31 169737
19 32 34202
19 33 201499
19 34 108518
19 35 177680
19 36 122902
19 37 156579
20 21 227714
20 22 214899
20 23 268142
20 24 183346
20 25 137516
20 26 238842
20 27 186601
20 28 148349
20 29 194259
20 30 149811
20 31 137050
20 32 227150
20 33 189190
20 34 230687
20 35 150034
20 36 247446
20 37 213518
21 22 161003
21 23 196536
21 24 177890
21 25 132060
21 26 267317
21 27 135463
21 28 149214
21 29 99907
21 30 77903
21 31 131594
21 32 142283
21 33 99482
21 34 215083
21 35 77680
21 36 200862
21 37 141805
22 23 186450
22 24 193937
22 25 148107
22 26 203068
22 27 86633
22 28 66550
22 29 125177
22 30 83546
22 31 147641
22 32 139609
22 33 147650
22 34 112913
22 35 83323
22 36 93697
22 37 131719
23 24 228358
23 25 182528
23 26 322452
23 27 217408
23 28 253000
23 29 163527
23 30 207975
23 31 182994
23 32 296071
23 33 222032
23 34 185769
23 35 208198
23 36 217336
23 37 220395
24 25 46762
24 26 293344
24 27 165639
24 28 156826
24 29 193545
24 30 180215
24 31 46296
24 32 206739
24 33 273421
24 34 139001
24 35 179992
24 36 195123
24 37 173627
25 26 271724
25 27 118877
25 28 136138
25 29 147715
25 30 134385
25 31 466
25 32 160909
25 33 227591
25 34 93171
25 35 134162
25 36 149293
25 37 127797
26 27 174770
26 28 136518
26 29 252723
26 30 208275
26 31 272190
26 32 291251
26 33 167835
26 34 238696
26 35 208052
26 36 240169
26 37 201687
27 28 97508
27 29 102008
27 30 57560
27 31 119343
27 32 154099
27 33 160513
27 34 84615
27 35 57783
27 36 65399
27 37 103421
28 29 116205
28 30 71757
28 31 135672
28 32 170755
28 33 174710
28 34 122867
28 35 71980
28 36 103651
28 37 65169
29 30 44448
29 31 147249
29 32 210510
29 33 119807
29 34 182074
29 35 44671
29 36 167407
29 37 108796
30 31 134851
30 32 192613
30 33 102953
30 34 137626
30 35 223
30 36 122959
30 37 64348
31 32 161375
31 33 228057
31 34 93637
31 35 134628
31 36 149759
31 37 128263
32 33 171405
32 34 142720
32 35 192390
32 36 88700
32 37 190781
33 34 171765
33 35 103176
33 36 198449
33 37 167301
34 35 137403
34 36 56122
34 37 131038
35 36 123182
35 37 64125
36 37 153529
Case #57: 15
1 2 264867
1 3 531632
1 4 131840
1 5 524717
1 6 320204
2 3 796499
2 4 396707
2 5 637772
2 6 585071
3 4 663472
3 5 493393
3 6 851836
4 5 656557
4 6 452044
5 6 844921
Case #58: 666
1 2 1200274
1 3 1068103
1 4 628210
1 5 632596
1 6 666058
1 7 1752059
1 8 1006722
1 9 581448
1 10 1411586
1 11 1710152
1 12 1167369
1 13 1862428
1 14 1690615
1 16 1216222
1 17 795816
1 18 1852088
1 20 700526
1 21 1252971
1 22 2093047
1 23 361968
1 24 1495006
1 25 1042245
1 26 1215885
1 27 918917
1 28 1595117
1 29 774620
1 30 400294
1 31 1432544
1 33 909629
1 34 1419599
1 35 545408
1 36 618620
1 37 564292
1 38 1672723
1 39 461491
1 40 202271
2 3 1669083
2 4 1248918
2 5 567678
2 6 1854274
2 7 2372767
2 8 2194938
2 9 1689682
2 10 2032294
2 11 2330860
2 12 1788077
2 13 2093222
2 14 1921409
2 16 1575804
2 17 1996090
2 18 2472796
2 20 892232
2 21 1444677
2 22 2297411
2 23 1043247
2 24 2115714
2 25 1723524
2 26 1836593
2 27 1395255
2 28 2251263
2 29 1134202
2 30 1508528
2 31 1624250
2 33 1530337
2 34 2040307
2 35 1047350
2 36 1299899
2 37 1764566
2 38 2293431
2 39 1371238
2 40 1390487
3 4 1025666
3 5 1101405
3 6 1330338
3 7 1185691
3 8 1671002
3 9 848963
3 10 633692
3 11 1143784
3 12 683549
3 13 1622689
3 14 1450876
3 16 976483
3 17 1441576
3 18 1074194
3 20 1425959
3 21 1927608
3 22 1140205
3 23 1430071
3 24 717112
3 25 2110348
3 26 437991
3 27 1456066
3 28 642275
3 29 534881
3 30 667809
3 31 1428683
3 33 744247
3 34 853231
3 35 1581077
3 36 1686723
3 37 1632395
3 38 1188903
3 39 1399287
3 40 1270374
4 5 681240
4 6 889726
4 7 1123849
4 8 1230390
4 9 1209658
4 10 783376
4 11 1081942
4 12 539159
4 13 1979507
4 14 1807694
4 16 1563170
4 17 1424026
4 18 1223878
4 20 924194
4 21 1476639
4 22 1500275
4 23 701612
4 24 866796
4 25 1381889
4 26 587675
4 27 1030093
4 28 1002345
4 29 1247764
4 30 1028504
4 31 1366841
4 33 281419
4 34 791389
4 35 769076
4 36 958264
4 37 870045
4 38 1044513
4 39 373621
4 40 425939
5 6 1286596
5 7 1805089
5 8 1627260
5 9 1122004
5 10 1464616
5 11 1763182
5 12 1220399
5 13 1525544
5 14 1353731
5 16 1008126
5 17 1428412
5 18 1905118
5 20 324554
5 21 876999
5 22 1729733
5 23 475569
5 24 1548036
5 25 1155846
5 26 1268915
5 27 827577
5 28 1683585
5 29 566524
5 30 940850
5 31 1056572
5 33 962659
5 34 1472629
5 35 479672
5 36 732221
5 37 1196888
5 38 1725753
5 39 803560
5 40 822809
6 7 1231479
6 8 1268238
6 9 1247506
6 10 1567503
6 11 1189572
6 12 646789
6 13 1319650
6 14 1147837
6 16 673444
6 17 1461874
6 18 1449763
6 20 962042
6 21 1514487
6 22 1607905
6 23 1028026
6 24 1092681
6 25 1708303
6 26 1371802
6 27 1398382
6 28 1109975
6 29 1115046
6 30 1066352
6 31 1474471
6 33 1171145
6 34 899019
6 35 806924
6 36 1284678
6 37 907893
6 38 1152143
6 39 787035
6 40 463787
7 8 1572143
7 9 2034654
7 10 1505404
7 11 324023
7 12 584690
7 13 1520578
7 14 1348765
7 16 1823158
7 17 1342717
7 18 1387664
7 20 1639930
7 21 1825497
7 22 1041346
7 23 1825461
7 24 1030582
7 25 2505738
7 26 1309703
7 27 2153942
7 28 543416
7 29 1720572
7 30 1853500
7 31 907912
7 33 1405268
7 34 332460
7 35 1795048
7 36 2082113
7 37 1993894
7 38 1090044
7 39 1497470
7 40 1549788
8 9 1588170
8 10 1908167
8 11 1530236
8 12 987453
8 13 2427801
8 14 2255988
8 16 1941682
8 17 1802538
8 18 1790427
8 20 1302706
8 21 1855151
8 22 1948569
8 23 1368690
8 24 1433345
8 25 2048967
8 26 1712466
8 27 1784171
8 28 1450639
8 29 1781342
8 30 1407016
8 31 1815135
8 33 1511809
8 34 1239683
8 35 1147588
8 36 1625342
8 37 1248557
8 38 1492807
8 39 1127699
8 40 804451
9 10 1482655
9 11 1992747
9 12 1532512
9 13 1643288
9 14 1471475
9 16 997082
9 17 1377264
9 18 1923157
9 20 1281974
9 21 1834419
9 22 1989168
9 23 943416
9 24 1566075
9 25 1623693
9 26 1286954
9 27 607103
9 28 1491238
9 29 555480
9 30 181154
9 31 1912328
9 33 1491077
9 34 1702194
9 35 1126856
9 36 1200068
9 37 1145740
9 38 2037866
9 39 1042939
9 40 783719
10 11 1463497
10 12 920714
10 13 2256381
10 14 2084568
10 16 1610175
10 17 2075268
10 18 831904
10 20 1707570
10 21 2260015
10 22 1773897
10 23 1484988
10 24 474822
10 25 2165265
10 26 195701
10 27 1813469
10 28 1275967
10 29 1168573
10 30 1301501
10 31 1748396
10 33 501957
10 34 1172944
10 35 1552452
10 36 1741640
10 37 1653421
10 38 1426068
10 39 1156997
10 40 1209315
11 12 542783
11 13 1478671
11 14 1306858
11 16 1781251
11 17 1300810
11 18 1345757
11 20 1598023
11 21 1783590
11 22 999439
11 23 1783554
11 24 988675
11 25 2463831
11 26 1267796
11 27 2112035
11 28 501509
11 29 1678665
11 30 1811593
11 31 866005
11 33 1363361
11 34 290553
11 35 1753141
11 36 2040206
11 37 1951987
11 38 1048137
11 39 1455563
11 40 1507881
12 13 1440348
12 14 1268535
12 16 1320233
12 17 1262487
12 18 802974
12 20 1463353
12 21 1745267
12 22 961116
12 23 1240771
12 24 445892
12 25 1921048
12 26 725013
12 27 1569252
12 28 463186
12 29 1218430
12 30 1351358
12 31 827682
12 33 820578
12 34 252230
12 35 1308235
12 36 1497423
12 37 1409204
12 38 505354
12 39 912780
12 40 965098
13 14 171813
13 16 646206
13 17 2198375
13 18 2243322
13 20 1200990
13 21 648545
13 22 1285827
13 23 1928093
13 24 1886240
13 25 2608370
13 26 2060680
13 27 1371144
13 28 1399074
13 29 1087808
13 30 1462134
13 31 612666
13 33 2260926
13 34 1188118
13 35 1356108
13 36 2184745
13 37 2143351
13 38 1945702
13 39 2022493
13 40 1699245
14 16 474393
14 17 2026562
14 18 2071509
14 20 1029177
14 21 476732
14 22 1114014
14 23 1756280
14 24 1714427
14 25 2436557
14 26 1888867
14 27 1199331
14 28 1227261
14 29 915995
14 30 1290321
14 31 440853
14 33 2089113
14 34 1016305
14 35 1184295
14 36 2012932
14 37 1971538
14 38 1773889
14 39 1850680
14 40 1527432
16 17 2012038
16 18 2050677
16 20 791072
16 21 951125
16 22 1588407
16 23 1281887
16 24 1693595
16 25 1962164
16 26 1414474
16 27 724938
16 28 1618758
16 29 441602
16 30 815928
16 31 915246
16 33 1720730
16 34 1490698
16 35 946190
16 36 1538539
16 37 1581337
16 38 1825587
16 39 1381410
16 40 1137231
17 18 2065461
17 20 1496342
17 21 2048787
17 22 1297231
17 23 1157784
17 24 1708379
17 25 1838061
17 26 1879567
17 27 1714733
17 28 799301
17 29 1570436
17 30 1196110
17 31 1585709
17 33 1705445
17 34 1010257
17 35 1341224
17 36 1414436
17 37 1360108
17 38 1767841
17 39 1257307
17 40 998087
18 20 2148072
18 21 2548241
18 22 1764090
18 23 1925490
18 24 357082
18 25 2605767
18 26 636203
18 27 2253971
18 28 1266160
18 29 1609075
18 30 1742003
18 31 1630656
18 33 942459
18 34 1055204
18 35 1992954
18 36 2182142
18 37 2093923
18 38 1308328
18 39 1597499
18 40 1649817
20 21 552445
20 22 1405179
20 23 800123
20 24 1790990
20 25 1480400
20 26 1511869
20 27 1152131
20 28 1518426
20 29 891078
20 30 1100820
20 31 732018
20 33 1205613
20 34 1307470
20 35 155118
20 36 1056775
20 37 942361
20 38 1968707
20 39 821503
20 40 498255
21 22 1590746
21 23 1352568
21 24 2191159
21 25 2032845
21 26 2064314
21 27 1676063
21 28 1703993
21 29 1392727
21 30 1653265
21 31 917585
21 33 1758058
21 34 1493037
21 35 707563
21 36 1609220
21 37 1494806
21 38 2250621
21 39 1373948
21 40 1050700
22 23 2201887
22 24 1407008
22 25 2882164
22 26 1578196
22 27 2313345
22 28 497930
22 29 1675086
22 30 1808014
22 31 673161
22 33 1781694
22 34 708886
22 35 1560297
22 36 2458539
22 37 2347540
22 38 1466470
22 39 1873896
22 40 1903434
23 24 1568408
23 25 680277
23 26 1289287
23 27 556949
23 28 1703957
23 29 1042093
23 30 762262
23 31 1532141
23 33 983031
23 34 1493001
23 35 907376
23 36 256652
23 37 926260
23 38 1746125
23 39 327991
23 40 564239
24 25 2248685
24 26 279121
24 27 1896889
24 28 909078
24 29 1251993
24 30 1384921
24 31 1273574
24 33 585377
24 34 698122
24 35 1635872
24 36 1825060
24 37 1736841
24 38 951246
24 39 1240417
24 40 1292735
25 26 1969564
25 27 1237226
25 28 2384234
25 29 1722370
25 30 1442539
25 31 2212418
25 33 1663308
25 34 2173278
25 35 1587653
25 36 423625
25 37 1606537
25 38 2426402
25 39 1008268
25 40 1244516
26 27 1617768
26 28 1080266
26 29 972872
26 30 1105800
26 31 1552695
26 33 306256
26 34 977243
26 35 1356751
26 36 1545939
26 37 1457720
26 38 1230367
26 39 961296
26 40 1013614
27 28 2032438
27 29 1162583
27 30 788257
27 31 1640184
27 33 1311512
27 34 1821482
27 35 1307249
27 36 813601
27 37 1423826
27 38 2074606
27 39 656472
27 40 979720
28 29 1177156
28 30 1310084
28 31 786408
28 33 1283764
28 34 210956
28 35 1673544
28 36 1960609
28 37 1872390
28 38 968540
28 39 1375966
28 40 1428284
29 30 374326
29 31 1356848
29 33 1279128
29 34 1388112
29 35 1046196
29 36 1298745
29 37 1338912
29 38 1723784
29 39 1236111
29 40 976891
30 31 1731174
30 33 1309923
30 34 1521040
30 35 945702
30 36 1018914
30 37 964586
30 38 1856712
30 39 861785
30 40 602565
31 33 1648260
31 34 575452
31 35 887136
31 36 1788793
31 37 1674379
31 38 1333036
31 39 1553521
31 40 1230273
33 34 1072808
33 35 1050495
